GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2013,2014,2015,2016,2017,2018,2019,2020
" ""17147""","Piatt, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,50335,48994,48329,50946,51805,53874,54025,59952
" ""17149""","Pike, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,637219,610931,578091,610384,606489,626615,636780,717028
" ""17149""","Pike, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,16069,15953,15794,15757,15669,15614,15574,15239
" ""17149""","Pike, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39655,38296,36602,38737,38706,40132,40887,47052
" ""17151""","Pope, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,116336,112990,113864,113581,117185,121013,122987,137870
" ""17151""","Pope, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,4462,4382,4302,4189,4193,4183,4176,4142
" ""17151""","Pope, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,26073,25785,26468,27114,27948,28930,29451,33286
" ""17153""","Pulaski, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,188998,180756,183374,189381,199385,195522,200551,226413
" ""17153""","Pulaski, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,5897,5802,5662,5604,5531,5426,5309,5201
" ""17153""","Pulaski, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,32050,31154,32387,33794,36049,36034,37776,43533
" ""17155""","Putnam, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,302491,307138,311897,304943,315411,335263,367813,382049
" ""17155""","Putnam, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,5854,5831,5729,5702,5696,5740,5745,5716
" ""17155""","Putnam, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,51673,52673,54442,53480,55374,58408,64023,66839
" ""17157""","Randolph, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1058777,1070704,1111371,1119530,1133624,1161174,1203832,1314189
" ""17157""","Randolph, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,33123,33088,32754,32368,32258,32161,31725,31351
" ""17157""","Randolph, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,31965,32359,33931,34588,35142,36105,37946,41919
" ""17159""","Richland, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,608437,604321,608255,606905,625855,640491,647720,718257
" ""17159""","Richland, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,16008,16019,15952,15819,15842,15700,15519,15507
" ""17159""","Richland, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,38008,37725,38130,38366,39506,40796,41737,46318
" ""17161""","Rock Island, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,5861565,5850392,5986688,6039406,6187680,6290480,6297336,6832874
" ""17161""","Rock Island, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,147686,147090,146161,144977,143824,142522,141775,140907
" ""17161""","Rock Island, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39689,39774,40960,41658,43023,44137,44418,48492
" ""17163""","St. Clair, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,10241748,10519746,11009580,10962441,11259486,11660953,11987162,12811008
" ""17163""","St. Clair, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,266934,266061,265008,263482,262881,261631,259889,258046
" ""17163""","St. Clair, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,38368,39539,41544,41606,42831,44570,46124,49646
" ""17165""","Saline, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,878640,875525,875582,871108,906977,929476,946430,1027458
" ""17165""","Saline, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,24801,24496,24495,24217,23968,23769,23540,23182
" ""17165""","Saline, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35428,35742,35745,35971,37841,39105,40205,44321
" ""17167""","Sangamon, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,8385567,8650885,8820066,8915033,9103425,9353300,9623234,10254645
" ""17167""","Sangamon, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,199190,199252,198973,198085,197163,195802,194882,193882
" ""17167""","Sangamon, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42098,43417,44328,45006,46172,47769,49380,52891
" ""17169""","Schuyler, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,304746,295179,272423,277760,278742,286500,300445,333566
" ""17169""","Schuyler, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,7393,7262,7150,7040,6984,6896,6829,6738
" ""17169""","Schuyler, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,41221,40647,38101,39455,39912,41546,43995,49505
" ""17171""","Scott, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,210066,195800,177728,188672,190047,205182,202620,233401
" ""17171""","Scott, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,5212,5171,5112,5053,4983,4952,4974,4950
" ""17171""","Scott, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,40304,37865,34767,37339,38139,41434,40736,47152
" ""17173""","Shelby, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,808344,764641,769260,779428,812873,861935,862794,974332
" ""17173""","Shelby, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,22139,22102,21819,21734,21773,21685,21625,21299
" ""17173""","Shelby, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36512,34596,35256,35862,37334,39748,39898,45745
" ""17175""","Stark, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,268314,236778,212732,222592,226556,234138,225008,269769
" ""17175""","Stark, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,5708,5602,5508,5523,5459,5407,5312,5262
" ""17175""","Stark, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,47007,42267,38622,40303,41501,43303,42358,51267
" ""17177""","Stephenson, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1755449,1758282,1785847,1815119,1809679,1864114,1912668,2039644
" ""17177""","Stephenson, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,46683,46280,45680,45512,44998,44702,44371,43831
" ""17177""","Stephenson, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37604,37992,39095,39882,40217,41701,43106,46534
" ""17179""","Tazewell, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,5603557,5755179,5954716,6001258,5984725,6307342,6368518,6790005
" ""17179""","Tazewell, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,136297,135392,134350,134004,133525,132465,131848,130777
" ""17179""","Tazewell, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,41113,42508,44322,44784,44821,47615,48302,51920
" ""17181""","Union, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,643768,641017,659961,673865,682391,705162,719583,792373
" ""17181""","Union, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,17541,17404,17285,17120,16982,16853,16693,16498
" ""17181""","Union, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36701,36832,38181,39361,40183,41842,43107,48028
" ""17183""","Vermilion, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2842672,2815471,2858445,2819330,2901031,2947945,3006381,3333523
" ""17183""","Vermilion, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,80608,79811,79209,78503,77722,76703,75736,74855
" ""17183""","Vermilion, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35265,35277,36087,35914,37326,38433,39696,44533
" ""17185""","Wabash, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,470198,469323,456489,458527,475769,483795,491120,532006
" ""17185""","Wabash, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,11675,11604,11627,11518,11466,11407,11370,11190
" ""17185""","Wabash, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,40274,40445,39261,39810,41494,42412,43194,47543
" ""17187""","Warren, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,715736,677913,627437,651376,659803,690918,680869,788580
" ""17187""","Warren, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,17660,17705,17448,17283,17133,16979,16816,16696
" ""17187""","Warren, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,40529,38289,35960,37689,38511,40693,40489,47232
" ""17189""","Washington, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,606457,588123,580326,589598,623243,661807,670279,740354
" ""17189""","Washington, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,14411,14389,14259,14176,13960,14010,13926,13764
" ""17189""","Washington, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42083,40873,40699,41591,44645,47238,48131,53789
" ""17191""","Wayne, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,625138,602044,595700,577429,593423,617195,630834,707398
" ""17191""","Wayne, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,16679,16610,16534,16573,16435,16311,16196,16031
" ""17191""","Wayne, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37481,36246,36029,34842,36107,37839,38950,44127
" ""17193""","White, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,638900,623862,605840,604246,643299,662082,661057,697913
" ""17193""","White, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,14435,14265,14204,14081,13898,13642,13574,13364
" ""17193""","White, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,44260,43734,42653,42912,46287,48533,48700,52223
" ""17195""","Whiteside, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2305646,2288524,2279277,2287798,2349817,2390972,2438835,2664885
" ""17195""","Whiteside, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,57477,57037,56943,56505,56009,55532,55215,54656
" ""17195""","Whiteside, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,40114,40123,40027,40488,41954,43056,44170,48757
" ""17197""","Will, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,30480763,31649743,33467021,34180363,35537269,36705876,37584329,39739394
" ""17197""","Will, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,683720,685123,685825,688330,690356,690934,690176,688726
" ""17197""","Will, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,44581,46196,48798,49657,51477,53125,54456,57700
" ""17199""","Williamson, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2629278,2680045,2772826,2795048,2854466,2952098,3026307,3229450
" ""17199""","Williamson, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,67472,67439,67457,67504,67076,67017,66633,66415
" ""17199""","Williamson, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,38968,39740,41105,41406,42556,44050,45418,48625
" ""17201""","Winnebago, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,10695061,10973942,11423302,11381692,11806411,12241445,12420505,13334490
" ""17201""","Winnebago, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,291006,288770,287237,286171,284658,283588,282465,281295
" ""17201""","Winnebago, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36752,38002,39770,39772,41476,43166,43972,47404
" ""17203""","Woodford, IL",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1833052,1822123,1883292,1908384,1904213,2013269,2026763,2163439
" ""17203""","Woodford, IL",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,39039,39068,38949,38934,38676,38461,38353,38091
" ""17203""","Woodford, IL",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,46954,46640,48353,49016,49235,52346,52845,56797
" ""18000""",Indiana,3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,261702287,272244928,282821367,290604355,301643842,316782272,329681959,350759528
" ""18000""",Indiana,3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,6570575,6596019,6611442,6637898,6662068,6698481,6731010,6754953
" ""18000""",Indiana,3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39829,41274,42778,43780,45278,47292,48980,51926
" ""18001""","Adams, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1213751,1263765,1254113,1271283,1340636,1395705,1427005,1521448
" ""18001""","Adams, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,34655,34771,34962,35216,35409,35565,35688,35839
" ""18001""","Adams, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35024,36345,35871,36100,37861,39244,39986,42452
" ""18003""","Allen, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,13976092,14851799,15667696,16017675,16517030,17507502,18127012,19234208
" ""18003""","Allen, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,363432,365254,367508,369526,371803,375076,379006,382187
" ""18003""","Allen, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,38456,40662,42632,43347,44424,46677,47828,50327
" ""18005""","Bartholomew, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,3412188,3630545,3756984,3816713,3963548,4272832,4477879,4712507
" ""18005""","Bartholomew, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,79692,80546,81516,82373,82455,83062,84063,84447
" ""18005""","Bartholomew, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42817,45074,46089,46335,48069,51441,53268,55804
" ""18007""","Benton, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,391669,343566,296318,336845,330680,350071,364322,423503
" ""18007""","Benton, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,8752,8724,8698,8659,8637,8677,8763,8741
" ""18007""","Benton, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,44752,39382,34067,38901,38286,40345,41575,48450
" ""18009""","Blackford, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,419802,426882,427366,422345,430434,443692,454145,489667
" ""18009""","Blackford, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,12456,12342,12237,12109,12019,11934,11787,11782
" ""18009""","Blackford, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33703,34588,34924,34879,35813,37179,38529,41561
" ""18011""","Boone, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,3712186,3873788,4203598,4506989,4689084,5013221,5273020,5569517
" ""18011""","Boone, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,60373,61663,63080,64274,65833,66999,67915,69347
" ""18011""","Boone, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,61488,62822,66639,70121,71227,74825,77641,80314
" ""18013""","Brown, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,593618,611989,640380,661932,681598,723180,748587,778343
" ""18013""","Brown, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,15062,14953,15003,15017,15025,15244,15066,15112
" ""18013""","Brown, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39412,40928,42683,44079,45364,47440,49687,51505
" ""18015""","Carroll, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,792681,782354,752709,785103,812433,854932,873985,946515
" ""18015""","Carroll, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,20117,19958,19891,19966,20074,20208,20211,20228
" ""18015""","Carroll, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39404,39200,37842,39322,40472,42307,43243,46792
" ""18017""","Cass, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1312665,1337613,1339559,1356310,1410830,1459733,1519354,1656476
" ""18017""","Cass, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,38580,38482,38079,37927,37827,37885,37610,37388
" ""18017""","Cass, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34024,34759,35178,35761,37297,38531,40398,44305
" ""18019""","Clark, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,4565100,4599831,4767567,4798043,4971554,5146522,5345948,5749801
" ""18019""","Clark, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,112722,114082,114887,115660,116648,117287,118191,119266
" ""18019""","Clark, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,40499,40320,41498,41484,42620,43880,45231,48210
" ""18021""","Clay, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,879314,889467,908021,933137,969931,984280,1005920,1100774
" ""18021""","Clay, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,26670,26439,26406,26218,26176,26215,26301,26246
" ""18021""","Clay, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,32970,33642,34387,35591,37054,37546,38246,41941
" ""18023""","Clinton, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1131132,1154079,1136887,1157628,1180531,1248505,1284158,1385718
" ""18023""","Clinton, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,32765,32461,32372,32156,32155,32113,32298,32206
" ""18023""","Clinton, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34523,35553,35119,36000,36714,38878,39760,43027
" ""18025""","Crawford, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,300580,318865,329874,336611,347470,358138,368528,406839
" ""18025""","Crawford, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,10621,10669,10556,10569,10532,10585,10593,10629
" ""18025""","Crawford, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,28301,29887,31250,31849,32992,33834,34790,38276
" ""18027""","Daviess, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1199529,1221140,1280769,1279702,1351587,1416255,1474187,1605537
" ""18027""","Daviess, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,32274,32671,32819,33000,33127,33314,33439,33505
" ""18027""","Daviess, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37167,37377,39025,38779,40800,42512,44086,47919
" ""18029""","Dearborn, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1997382,2055929,2166136,2174290,2257032,2368912,2488901,2629606
" ""18029""","Dearborn, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,49757,49448,49491,49468,49634,49560,49573,49824
" ""18029""","Dearborn, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,40143,41578,43768,43953,45474,47799,50207,52778
" ""18031""","Decatur, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,982698,1005747,1008526,1047795,1088899,1133316,1175734,1276903
" ""18031""","Decatur, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,26232,26411,26338,26569,26627,26685,26472,26584
" ""18031""","Decatur, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37462,38081,38292,39437,40895,42470,44414,48033
" ""18033""","DeKalb, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1555867,1610636,1683563,1761463,1826822,1909040,2024131,2137092
" ""18033""","DeKalb, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,42378,42442,42511,42671,42830,43231,43561,43670
" ""18033""","DeKalb, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36714,37949,39603,41280,42653,44159,46467,48937
" ""18035""","Delaware, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,3676449,3804846,3903482,3967261,4111681,4191234,4340586,4645752
" ""18035""","Delaware, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,116867,116528,115814,115696,115268,114118,113769,113454
" ""18035""","Delaware, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,31458,32652,33705,34290,35671,36727,38153,40948
" ""18037""","Dubois, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1973160,2154620,2217056,2198379,2305783,2365937,2423851,2532274
" ""18037""","Dubois, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,42281,42306,42329,42463,42520,42568,42578,42542
" ""18037""","Dubois, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,46668,50929,52377,51772,54228,55580,56927,59524
" ""18039""","Elkhart, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,7221058,7803928,8196064,8569949,9282872,9568358,9662570,10282374
" ""18039""","Elkhart, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,200225,201446,203022,203626,204279,205588,206268,206161
" ""18039""","Elkhart, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36065,38740,40370,42087,45442,46541,46845,49875
" ""18041""","Fayette, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,802665,832780,832090,864486,894535,926840,956935,1038726
" ""18041""","Fayette, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,23827,23443,23389,23246,23138,23026,23038,22892
" ""18041""","Fayette, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33687,35524,35576,37189,38661,40252,41537,45375
" ""18043""","Floyd, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,3351022,3609714,3817496,4041344,4096322,4306577,4498797,4754534
" ""18043""","Floyd, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,76053,76138,76559,76801,77043,77870,78601,78936
" ""18043""","Floyd, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,44062,47410,49863,52621,53169,55305,57236,60233
" ""18045""","Fountain, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,627162,599327,586696,610964,629358,653974,665886,737802
" ""18045""","Fountain, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,16886,16697,16543,16464,16442,16439,16425,16511
" ""18045""","Fountain, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37141,35894,35465,37109,38277,39782,40541,44685
" ""18047""","Franklin, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,927641,938965,979088,986632,1022997,1048450,1079083,1168004
" ""18047""","Franklin, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,22980,22993,22953,22774,22702,22752,22763,22761
" ""18047""","Franklin, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,40367,40837,42656,43323,45062,46082,47405,51316
" ""18049""","Fulton, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,762948,764989,770271,771734,800734,838915,865533,933108
" ""18049""","Fulton, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,20455,20522,20346,20150,20022,20113,20042,20018
" ""18049""","Fulton, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37299,37277,37859,38299,39993,41710,43186,46613
" ""18051""","Gibson, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1335507,1356037,1355510,1394652,1447762,1506996,1541949,1656628
" ""18051""","Gibson, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,33491,33733,33656,33669,33730,33622,33709,33825
" ""18051""","Gibson, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39877,40199,40275,41422,42922,44822,45743,48976
" ""18053""","Grant, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2370507,2434289,2503829,2487693,2525022,2649320,2676040,2869729
" ""18053""","Grant, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,68887,68381,67543,66731,66373,66112,65836,65225
" ""18053""","Grant, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34412,35599,37070,37279,38043,40073,40647,43997
" ""18055""","Greene, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1103361,1143637,1156871,1184179,1218990,1257361,1323535,1430996
" ""18055""","Greene, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,32746,32654,32428,32231,32194,32124,32117,32203
" ""18055""","Greene, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33695,35023,35675,36740,37864,39141,41210,44437
" ""18057""","Hamilton, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,18410417,19784088,21059996,22272964,23579824,25225068,26476392,27685606
" ""18057""","Hamilton, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,296970,302921,308623,316221,323225,330635,337955,344238
" ""18057""","Hamilton, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,61994,65311,68239,70435,72952,76293,78343,80426
" ""18059""","Hancock, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,3059788,3136700,3314743,3490796,3659901,3907000,4076102,4382135
" ""18059""","Hancock, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,71000,71773,72441,73790,75040,76521,78159,79553
" ""18059""","Hancock, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,43096,43703,45758,47307,48773,51058,52151,55084
" ""18061""","Harrison, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1416290,1471013,1527639,1580140,1624699,1699382,1771127,1890410
" ""18061""","Harrison, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,39002,39175,39537,39669,39797,40258,40552,40682
" ""18061""","Harrison, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36313,37550,38638,39833,40825,42212,43675,46468
" ""18063""","Hendricks, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,6455234,6743842,7127861,7553968,7946732,8427841,8770480,9557998
" ""18063""","Hendricks, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,153596,155906,157848,160459,163637,166759,169924,173251
" ""18063""","Hendricks, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42027,43256,45156,47077,48563,50539,51614,55169
" ""18065""","Henry, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1586301,1635915,1658353,1708603,1768075,1836239,1912967,2066168
" ""18065""","Henry, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,48847,48887,48662,48349,48178,48205,48025,48033
" ""18065""","Henry, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,32475,33463,34079,35339,36699,38092,39833,43016
